#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-5892	PspBC inner membrane stress response complex	Membrane stress sensor complex|IM-sensing complex	83333	P0AFM9(0)|P0AFN2(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-25641297	GO:0005887(integral component of plasma membrane)|GO:0080135(regulation of cellular response to stress)	complex portal:CPX-5892(complex-primary)|pubmed:27297125(see-also)|pubmed:29906279(see-also)	Stress-responsive regulatory switch, which responds to membrane stresses, such as the mislocalisation of proteins to the inner membrane. Stress-induced alteration in its properties appears to lead to recruitment of pspA (P0AFM6), enabling at least a partial release of pspA from pspF (P37344) in the pspAF transcription regulation complex (CPX-5745). This allows transcription of the Psp membrane-stabilizing system through binding of pspF to the sigma factor rpoN (P24255). 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P0AFM9(0)|P0AFN2(0)
CPX-5898	bolA-grxD iron-sulfur cluster assembly complex	bolA-grx4 complex|bolA-grxD Fe-S cluster assembly complex	83333	CHEBI:16856(1)|CHEBI:33737(1)|P0ABE2(1)|P0AC69(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-25646939	GO:1990229(iron-sulfur cluster assembly complex)|GO:0016226(iron-sulfur cluster assembly)|GO:0055072(iron ion homeostasis)|GO:0045454(cell redox homeostasis)	pubmed:32910989(see-also)|pubmed:27951647(see-also)|complex portal:CPX-5898(complex-primary)	Reversibly bind Fe-S clusters and appear to play a role in Fe-S cluster assembly and trafficking, and in transferring an intact Fe-S cluster to an apo acceptor protein. 	[2Fe-2S]-bridged heterocomplex with grxD providing two Cys ligands from the Cys-Gly-Phe-Ser (CGSF) active site and one glutathione molecule. bolA provides an invariant His which serves as a cluster ligand. 	Heterodimer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P0ABE2(1)|P0AC69(1)
CPX-5899	ibaG-grxD iron-sulfur cluster assembly complex	ibaG-grxD Fe-S cluster assembly complex	83333	CHEBI:16856(1)|CHEBI:33737(1)|P0A9W6(1)|P0AC69(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-25645883	GO:1990229(iron-sulfur cluster assembly complex)|GO:0016226(iron-sulfur cluster assembly)|GO:0055072(iron ion homeostasis)|GO:0045454(cell redox homeostasis)	complex portal:CPX-5899(complex-primary)|pubmed:27951647(see-also)	Implicated in Fe-S cluster assembly and trafficking, transferring an intact Fe-S cluster to an apo acceptor protein. CGFS-type Grxs form [2Fe-2S]-bridged homodimers with the active site cysteines and two GSH molecules ligating the Fe-S cluster.	[2Fe-2S]-bridged heterocomplex with grxD providing two Cys ligands from the CGFS active site and glutathione, while bolA provides at least one His ligand	Heterodimer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P0A9W6(1)|P0AC69(1)
CPX-5906	CcdB-poisoned gyrase complex	-	83333	P0AES4(2)|P62554(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-25647838	GO:0090729(toxin activity)|GO:2000104(negative regulation of DNA-dependent DNA replication)	wwpdb:4ELY(identity)|complex portal:CPX-5906(complex-primary)|pubmed:19647513(see-also)|wwpdb:1x75(identity)	Prevents the formation of the GyrA-GyrB DNA Gyrase complex (CPX-2177) by both inhibiting free gyrase and stabilizing covalent gyrase:DNA intermediates in a conformation such that the gyrase A subunit is covalently closed to the cleaved DNA. This results in DNA strand breakage, inhibition of cell proliferation and cell death.	-	Heterotetramer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P0AES4(2)|P62554(2)
CPX-5908	CcdAB toxin-antitoxin complex	-	83333	P62552(2)|P62554(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-25647753	GO:0017053(transcription repressor complex)|GO:0045892(negative regulation of transcription, DNA-templated)|GO:0110001(toxin-antitoxin complex)	wwpdb:3G7Z(identity)|complex portal:CPX-5908(complex-primary)|pubmed:19647513(see-also)	Type II toxin-antitoxin (TA) system formed by the toxin (ccdB), and the antitoxin (ccdA). TA systems act as effectors of dormancy and persistence, with the toxin causing growth arrest by interfering with a vital cellular process, such as transcription, translation or DNA replication, and the cognate antitoxin neutralizing the toxin activity during normal growth conditions. Formation of this complex dissociates the CcdB-poisoned gyrase complex (CPX-5906) in a process called rejuvenation. The CcdAB complex also acts as a repressor of the ccd operon.	ccdA binds consecutively to two partially overlapping sites on ccdB. When ccdB is in complex with gyrA (P0AES4), a large portion of the ccdA residue 37-72-binding surface is shielded and only the ccdA 65-72 segment can access its binding site. Binding of this segment induces a conformational change in ccdB, releasing it from gryA. The ccdA 37-63 segment then locks onto ccdB with the complex forming a chain of alternating ccdA2 and ccdB2 dimers. A ccdA:2xccdB2 trimer may also form and appears to be sufficient for rejuvenation, a 2xccdA:ccdB4 complex which lacks corepressor activity may also exist.	Heterotetramer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P62552(2)|P62554(2)
CPX-5909	Replication restart primosome complex, priAC variant	-	83333	P0A8J2(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P17888(0)|P23862(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003677(DNA binding)|GO:0003678(DNA helicase activity)|GO:0005524(ATP binding)|GO:0006269(DNA replication, synthesis of RNA primer)|GO:0016887(ATPase activity)|GO:0031297(replication fork processing)|GO:0006268(DNA unwinding involved in DNA replication)|GO:1990077(primosome complex)	intenz:3.6.4.12(identity)|rhea:RHEA:13065(identity)|pubmed:28320884(see-also)|complex portal:CPX-5909(complex-primary)	Required for the restart of replication at sites of premature termination of DNA replication which leaves collapsed/abandoned replication forks that would otherwise create double-strand DNA breaks (DSBs) on the next round of replication. Serves to reload the replicative helicase dnaB on sites far removed from the origin of replication in a DNA structure-dependent manner. priA binds single-stranded, double-stranded and forked DNA with high affinity. priC binds ssDNA, preferentially associating with replication forks that include at least 7 nucleotide gaps between the nascent leading strand and replication fork. The dnaB-dnaC complex (CPX-1934) is recruited to the primosome, possibly through direct contacts with dnaT and the dnaB is loaded from dnaB-dnaC onto ssDNA on the lagging strand template. Recruitment of dnaG allows RNA primer synthesis from which the polymerase III holoenzyme can synthesize a nascent lagging strand.	-	Hetero-oligomer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P0A8J2(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P17888(0)|P23862(0)
CPX-5910	Replication restart primosome complex, priAB variant	-	83333	P07013(0)|P0A8J2(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P17888(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0016887(ATPase activity)|GO:0003677(DNA binding)|GO:0003678(DNA helicase activity)|GO:1990077(primosome complex)|GO:0031297(replication fork processing)|GO:0005524(ATP binding)|GO:0006268(DNA unwinding involved in DNA replication)|GO:0006269(DNA replication, synthesis of RNA primer)	pubmed:29202195(see-also)|pubmed:28320884(see-also)|complex portal:CPX-5910(complex-primary)|intenz:3.6.4.12(identity)|rhea:RHEA:13065(identity)	Required for the restart of replication at sites of premature termination of DNA replication which leaves collapsed/abandoned replication forks that would otherwise create double-strand DNA breaks (DSBs) on the next round of replication. Serves to reload the replicative helicase dnaB on sites far removed from the origin of replication in a DNA structure-dependent manner.The PriA-PriB variant appears to be the dominant restart mechanism in E.coli, with priA binding single-stranded, double-stranded and forked DNA with high affinity. PriB appears to be important for restart following DNA recombination. On binding, priA undergoes a conformational change, exposing the priB binding site. The priA:priB:DNA ternary interaction stabilizes priA on the DNA and enhances its helicase activity, facilitating unwinding of the nascent lagging strand if one is present. dnaT is recruited to the priA:priB:DNA ternary complex which leads to release of ssDNA by priB. The dnaB-dnaC complex (CPX-1934) is recruited to the primosome, possibly through direct contacts with dnaT and the dnaB is loaded from dnaB-dnaC onto ssDNA on the lagging strand template. Recruitment of dnaG allows RNA primer synthesis from which the polymerase III holoenzyme can synthesize a nascent lagging strand.	priB binds the priA helicase domain via a shallow pocket at the priB dimer interface near the L23 loops and contacting ssDNA along the L45 loops of priB’s OB folds. dnaT binds priB through contacts in a shallow pocket at the priB dimer interface near the L23 loops and through contacts with residues bound by ssDNA. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P07013(0)|P0A8J2(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P17888(0)
CPX-5911	Replication restart primosome complex, priC-rep variant	-	83333	P09980(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P23862(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031297(replication fork processing)|GO:0003677(DNA binding)|GO:0003678(DNA helicase activity)|GO:0005524(ATP binding)|GO:0006268(DNA unwinding involved in DNA replication)|GO:0016887(ATPase activity)|GO:0006269(DNA replication, synthesis of RNA primer)|GO:1990077(primosome complex)	complex portal:CPX-5911(complex-primary)|intenz:3.6.4.12(identity)|intenz:2.7.7(identity)|rhea:RHEA:13065(identity)	Required for the restart of replication at sites of premature termination of DNA replication which leaves collapsed/abandoned replication forks that would otherwise create double-strand DNA breaks (DSBs) on the next round of replication. Serves to reload the replicative helicase dnaB on sites far removed from the origin of replication in a DNA structure-dependent manner. On replication forks lacking nascent leading and lagging strands priC is sufficient to load dnaB from the DnaB-DnaC complex (CPX-1934) in the absence of any other restart proteins but appears to require the rep helicase to create single-stranded DNA on the lagging strand for restart pathway progression or to remove nascent lagging strand DNA to enable priC-mediated loading of dnaB. Recruitment of dnaG allows RNA primer synthesis from which the polymerase III holoenzyme can synthesize a nascent lagging strand.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P09980(0)|P0ABS5(3)|P0ACB0(6)|P0AEF0(6)|P23862(0)
CPX-5912	L-tartrate dehydratase complex	-	83333	CHEBI:30408(0)|P05847(2)|P0AC35(2)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0008730(L(+)-tartrate dehydratase activity)|GO:1901276(tartrate catabolic process)|GO:1902494(catalytic complex)	pubmed:8371115(see-also)|complex portal:CPX-5912(complex-primary)|intenz:4.2.1.32(identity)|rhea:RHEA:15413(identity)	Oxygen-labile stereospecific enzyme which participates in glyoxylate and dicarboxylate metabolism by catalysing the breakdown of (R,R)-tartrate to oxaloacetate and H2O. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P05847(2)|P0AC35(2)
CPX-1945	Regulatory inactivation of dnaA (RIDA) complex	RIDA complex	83333	CHEBI:15422(0)|P03004(0)|P0A988(2)|P69931(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-6553731	GO:0003688(DNA replication origin binding)|GO:1990078(replication inhibiting complex)|GO:0030174(regulation of DNA-dependent DNA replication initiation)	pubmed:28168278(see-also)|pubmed:21708944(see-also)|intact:EBI-6554171(secondary-ac)|complex portal:CPX-1945(complex-primary)	Regulatory role in DNA replication. dnaA-ATP-hydrolysis at oriC results in replication initiation. Formation of the RIDA complex promotes the hydrolysis of ATP bound to dnaA. The resultant ADP–dnaA is inactive in initiation. 	In the clamp loading process, the octameric hda-beta clamp complex (CPX-1954) dissociates and assembles on DNA as a trimeric or tetrameric complex. One possible mechanism involves one hda molecule remaining bound to a protein of the beta-clamp, which is loaded onto the DNA to form the trimer. Alternatively, hda monomers bind to the beta-clamp already loaded on DNA. hda then binds dnaA.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P03004(0)|P0A988(2)|P69931(1)
CPX-5941	Fructose-specific enzyme II complex	Fructose PTS permease complex|Fructose permease complex|PTS system fructose-specific EII complex	83333	P20966(0)|P69811(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0070061(fructose binding)|GO:1902495(transmembrane transporter complex)|GO:0009401(phosphoenolpyruvate-dependent sugar phosphotransferase system)|GO:0090582(protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity)|GO:0022877(protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity)|GO:0032445(fructose import)	intenz:2.7.1.202(identity)|rhea:RHEA:49252(identity)|pubmed:23985145(see-also)|pubmed:8626640(see-also)|complex portal:CPX-5941(complex-primary)|pubmed:16339738(see-also)	Involved in the transport of fructose across the cell membrane as part of the phosphoenolpyruvate:sugar phosphotransferase system (PTS). The fructose-specific PTS has no requirement for hpr/ptsH (P0AA04), fruB combines a IIA domain with a HPr domain. fruA contains a duplicated EIIB domain (EIIB' domain) in the N-terminal which lacks the active site and functions to facilitate phosphoryl transfer between the EIIA domain of diphosphoryl transfer protein (DTP) and the EIIB domain.	The bacterial phosphoenolpyruvate:sugar phosphotransferase system (PTS) couples a phosphorylation cascade to active sugar translocation across the membrane. The first two steps of the PTS involve autophosphorylation of enzyme I (EI, P08839) by phosphoenolpyruvate and subsequent phosphoryl transfer to a histidine phosphocarrier protein (hpr). The phosphoryl group is transferred from HPr to a sugar-specific permease complex. The EII complexes usually consist of three proteins or protein domains, IIA, IIB and IIC, The IIA and IIB proteins are cytoplasmic phosphoryl carrier proteins or protein domains while the membrane-embedded IIC proteins/domains catalyze sugar phosphorylation concomitantly with sugar uptake into the cytoplasm.	-	D-Fructose (CHEBI:15824)	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P20966(0)|P69811(0)
